state,county,biden_votes,trump_votes,other_votes,winner
Maine,Searsport,843,721,44,Biden
Maine,Stockton Springs,529,508,28,Biden
Maine,Swanville,339,454,33,Trump
Maine,Thorndike,228,211,7,Biden
Maine,Troy,233,340,20,Trump
Maine,Waldo,227,261,14,Trump
Maine,Winterport,1034,1245,56,Trump
Maine,Addison,235,451,20,Trump
Maine,Alexander,73,224,11,Biden
Maine,Baileyville,239,421,13,Trump
Maine,Baring Plt.,42,68,2,Trump
Maine,Beals,98,191,4,Biden
Maine,Beddington,13,36,2,Trump
Maine,Calais,626,856,34,Trump
Maine,Charlotte,68,145,3,Biden
Maine,Cherryfield,212,417,16,Trump
Maine,Columbia,67,156,5,Biden
Maine,Columbia Falls,119,204,12,Trump
Maine,Cooper,33,60,3,Trump
Maine,Crawford,18,45,3,Trump
Maine,Cutler,86,218,11,Biden
Maine,Danforth,98,314,9,Biden
Maine,Deblois,5,35,0,Biden
Maine,Dennysville,137,214,6,Trump
Maine,East Machias,270,528,16,Trump
Maine,Eastport,474,339,22,Biden
Maine,Grand Lake Stream Plt,37,60,1,Trump
Maine,Harrington,168,363,7,Trump
Maine,Jonesboro,124,212,10,Trump
Maine,Jonesport,243,447,22,Trump
Maine,Lubec,457,406,20,Biden
Maine,Machias,395,461,37,Trump
Maine,Machiasport,216,337,13,Trump
Maine,Marshfield,102,208,6,Trump
Maine,Meddybemps,28,70,5,Trump
Maine,Milbridge,326,391,14,Trump
Maine,Northfield,38,81,6,Trump
Maine,Pembroke,208,267,7,Trump
Maine,Perry,206,258,6,Trump
Maine,Princeton,118,340,10,Trump
Maine,Robbinston,128,221,4,Trump
Maine,Roque Bluffs,101,80,2,Trump
Maine,Steuben,245,409,14,Trump
Maine,Talmadge,13,18,1,Trump
Maine,Topsfield,24,100,0,Biden
Maine,Vanceboro,28,65,0,Trump
Maine,Waite,18,33,0,Trump
Maine,Wesley,27,45,4,Trump
Maine,Whiting,147,205,9,Trump
Maine,Whitneyville,55,70,5,Trump
Maine,Acton,651,930,55,Trump
Maine,Alfred,983,948,64,Biden
Maine,Arundel,1405,1347,73,Biden
Maine,Berwick,1999,2229,143,Trump
Maine,Biddeford,7022,3705,339,Biden
Maine,Buxton,2416,2686,177,Trump
Maine,Cornish,429,478,37,Trump
Maine,Dayton,582,756,43,Trump
Maine,Eliot,2839,1788,101,Biden
Maine,Hollis,1268,1535,92,Trump
Maine,Kennebunk,5368,2682,186,Biden
Maine,Kennebunkport,1777,926,43,Trump
Maine,Kittery,4418,1809,185,Biden
Maine,Lebanon,1232,2178,119,Trump
Maine,Limerick,813,948,79,Trump
Maine,Limington,856,1357,85,Biden
Maine,Lyman,1315,1537,92,Trump
Maine,Newfield,362,575,26,Trump
Maine,North Berwick,1465,1557,89,Trump
Maine,Ogunquit,731,311,16,Biden
Maine,Old Orchrd Bch,3708,2368,139,Biden
Maine,Parsonsfield,469,564,33,Trump
Maine,Saco,7794,4497,365,Biden
Maine,Sanford,5392,5182,357,Biden
Maine,Shapleigh,704,1034,51,Biden
Maine,South Berwick,2748,1734,152,Biden
Maine,Waterboro,1861,2471,146,Trump
Maine,Wells,4465,3333,177,Biden
Maine,York,6117,3352,189,Biden
Maryland,Allegany,9158,20886,597,Biden
Maryland,Anne Arundel,172823,127821,8973,Biden
Maryland,Baltimore,258409,146202,10321,Biden
Maryland,Calvert,22587,25346,1179,Trump
Maryland,Caroline,5095,10283,416,Biden
Maryland,Carroll,36456,60218,3653,Trump
Maryland,Cecil,16809,29439,1214,Trump
Maryland,Charles,62171,25579,1748,Biden
Maryland,Dorchester,6857,8764,356,Trump
Maryland,Frederick,77675,63682,4258,Biden
Maryland,Garrett,3281,12002,328,Biden
Maryland,Harford,63095,80930,4161,Trump
Maryland,Howard,129433,48390,5239,Trump
Maryland,Kent,5329,5195,270,Biden
Maryland,Montgomery,419569,101222,12952,Biden
Maryland,Prince George's,379208,37090,8557,Biden
Maryland,Queen Anne's,10709,18741,840,Trump
Maryland,St. Mary's,23138,30826,1701,Trump
Maryland,Somerset,4241,5739,167,Trump
Maryland,Talbot,11062,10946,547,Biden
Maryland,Washington,26044,40224,1511,Trump
Maryland,Wicomico,22054,22944,1218,Trump
Maryland,Worcester,12560,18571,560,Trump
Maryland,Baltimore city,207260,25374,4827,Trump
Massachusetts,Barnstable,16491,11436,500,Biden
Massachusetts,Bourne,6527,5331,261,Biden
Massachusetts,Brewster,4940,2338,158,Biden
Massachusetts,Chatham,3107,1834,134,Biden
Massachusetts,Dennis,6181,3938,202,Biden
Massachusetts,Eastham,2864,1151,85,Biden
Massachusetts,Falmouth,14134,7319,437,Trump
Massachusetts,Harwich,5833,3365,250,Biden
Massachusetts,Mashpee,5982,4086,195,Biden
Massachusetts,Orleans,3288,1458,96,Biden
Massachusetts,Provincetown,2402,182,29,Biden
Massachusetts,Sandwich,7739,6044,278,Biden
Massachusetts,Truro,1386,340,36,Trump
Massachusetts,Wellfleet,1971,496,49,Trump
Massachusetts,Yarmouth,9149,5993,310,Biden
Massachusetts,Adams,2894,1428,119,Biden
Massachusetts,Alford,271,50,4,Trump
Massachusetts,Becket,757,413,25,Biden
Massachusetts,Cheshire,1124,775,47,Trump
Massachusetts,Clarksburg,583,390,17,Biden
Massachusetts,Dalton,2682,1039,100,Biden
Massachusetts,Egremont,783,174,16,Biden
Massachusetts,Florida,209,203,6,Biden
Massachusetts,Great Barrington,3368,654,90,Trump
Massachusetts,Hancock,257,207,14,Biden
Massachusetts,Hinsdale,771,402,37,Biden
Massachusetts,Lanesborough,1237,604,50,Trump
Massachusetts,Lee,2415,985,89,Trump
Massachusetts,Lenox,2701,602,65,Trump
Massachusetts,Monterey,481,102,9,Biden
Massachusetts,Mount Washington,102,16,7,Trump
Massachusetts,New Ashford,98,48,5,Biden
Massachusetts,New Marlborough,678,264,17,Biden
Massachusetts,North Adams,4216,1600,116,Biden
Massachusetts,Otis,550,441,23,Biden
Massachusetts,Peru,299,216,18,Biden
Massachusetts,Pittsfield,16404,5017,521,Trump
Massachusetts,Richmond,828,215,14,Biden
Massachusetts,Sandisfield,306,200,9,Biden
Massachusetts,Savoy,226,161,12,Biden
Massachusetts,Sheffield,1542,578,42,Trump
Massachusetts,Stockbridge,1099,237,27,Trump
Massachusetts,Tyringham,234,72,8,Trump
Massachusetts,Washington,240,107,6,Biden
Massachusetts,West Stockbridge,784,164,23,Biden
Massachusetts,Williamstown,3196,499,62,Trump
Massachusetts,Windsor,370,201,8,Biden
Massachusetts,Acushnet,2664,3290,114,Trump
Massachusetts,Attleboro,13661,9272,622,Trump
Massachusetts,Berkley,1764,2251,98,Trump
Massachusetts,Dartmouth,9792,7778,314,Biden
Massachusetts,Dighton,2139,2473,112,Trump
Massachusetts,Easton,8715,5467,337,Biden
Massachusetts,Fairhaven,5093,4275,189,Biden
Massachusetts,Fall River,17459,13571,586,Biden
Massachusetts,Freetown,2483,2906,117,Trump
Massachusetts,Mansfield,9024,5149,364,Biden
Massachusetts,New Bedford,21267,12964,646,Biden
Massachusetts,North Attleborough,9724,7050,417,Biden
Massachusetts,Norton,5918,4735,321,Biden
Massachusetts,Raynham,4372,4243,196,Biden
Massachusetts,Rehoboth,3650,4076,191,Trump
Massachusetts,Seekonk,4786,3970,199,Biden
Massachusetts,Somerset,5815,5113,194,Biden
Massachusetts,Swansea,4736,5123,175,Trump
Massachusetts,Taunton,14996,11148,629,Biden
Massachusetts,Westport,5319,5018,209,Biden
Massachusetts,Aquinnah,311,34,10,Trump
Massachusetts,Chilmark,796,111,14,Biden
Massachusetts,Edgartown,2185,854,62,Trump
Massachusetts,Gosnold,56,22,4,Biden
Massachusetts,Oak Bluffs,2420,730,59,Trump
Massachusetts,Tisbury,2225,542,68,Trump
Massachusetts,West Tisbury,1921,338,36,Trump
Massachusetts,Amesbury,6786,3326,283,Biden
Massachusetts,Andover,14503,6693,547,Trump
Massachusetts,Beverly,16703,7205,542,Trump
Massachusetts,Boxford,3117,2271,155,Biden
Massachusetts,Danvers,9833,6725,349,Biden
Massachusetts,Essex,1650,796,66,Trump
Massachusetts,Georgetown,3051,2388,146,Biden
Massachusetts,Gloucester,12138,5595,426,Trump
Massachusetts,Groveland,2421,1976,139,Biden
Massachusetts,Hamilton,3364,1458,166,Biden
Massachusetts,Haverhill,19020,12571,810,Biden
Massachusetts,Ipswich,6273,3109,232,Biden
Massachusetts,Lawrence,17023,5803,382,Trump
Massachusetts,Lynn,24662,10425,690,Biden
Massachusetts,Lynnfield,4213,3969,163,Biden
Massachusetts,Manchester,2712,1014,93,Biden
Massachusetts,Marblehead,10128,3790,316,Trump
Massachusetts,Merrimac,2549,1725,117,Biden
Massachusetts,Methuen,14328,11127,464,Biden
Massachusetts,Middleton,2764,2966,128,Trump
Massachusetts,Nahant,1629,842,53,Trump
Massachusetts,Newbury,3138,1754,133,Biden
Massachusetts,Newburyport,9224,3253,231,Biden
Massachusetts,North Andover,11022,6548,442,Trump
Massachusetts,Peabody,16860,12704,526,Biden
Massachusetts,Rockport,3861,1306,108,Biden
Massachusetts,Rowley,2180,1942,105,Biden
Massachusetts,Salem,18023,5433,562,Trump
Massachusetts,Salisbury,2845,2597,114,Biden
Massachusetts,Saugus,8001,7543,253,Biden
Massachusetts,Swampscott,6845,2555,172,Biden
Massachusetts,Topsfield,2460,1602,82,Biden
Massachusetts,Wenham,1761,765,82,Trump
Massachusetts,West Newbury,2111,1061,98,Biden
Massachusetts,Ashfield,993,180,45,Biden
Massachusetts,Bernardston,916,423,36,Biden
Massachusetts,Buckland,889,268,34,Biden
Massachusetts,Charlemont,492,235,16,Biden
Massachusetts,Colrain,667,306,34,Biden
Massachusetts,Conway,989,278,36,Biden
Massachusetts,Deerfield,2425,839,86,Trump
Massachusetts,Erving,550,355,24,Biden
Massachusetts,Gill,679,279,29,Biden
Massachusetts,Greenfield,6883,2265,261,Biden
Massachusetts,Hawley,155,70,6,Trump
Massachusetts,Heath,294,158,16,Biden
Massachusetts,Leverett,1193,163,30,Trump
Massachusetts,Leyden,330,155,17,Biden
Massachusetts,Monroe,28,31,1,Trump
Massachusetts,Montague,3520,1211,167,Biden
Massachusetts,New Salem,419,237,25,Biden
Massachusetts,Northfield,1211,592,52,Trump
Massachusetts,Orange,1984,1699,117,Biden
Massachusetts,Rowe,152,113,2,Biden
Massachusetts,Shelburne,927,209,38,Biden
Massachusetts,Shutesbury,1154,144,32,Trump
Massachusetts,Sunderland,1605,394,51,Trump
Massachusetts,Warwick,343,160,20,Biden
Massachusetts,Wendell,487,105,22,Biden
Massachusetts,Whately,745,332,30,Biden
Massachusetts,Agawam,7794,8073,318,Trump
Massachusetts,Blandford,307,454,14,Trump
Massachusetts,Brimfield,1063,1193,58,Trump
Massachusetts,Chester,313,415,16,Trump
Massachusetts,Chicopee,14502,10636,657,Biden
Massachusetts,East Longmeadow,5295,4623,204,Biden
Massachusetts,Granville,402,565,23,Trump
Massachusetts,Hampden,1539,1713,87,Trump
Massachusetts,Holland,698,793,54,Trump
Massachusetts,Holyoke,11152,4843,318,Trump
Massachusetts,Longmeadow,6679,3493,223,Biden
Massachusetts,Ludlow,5467,5695,222,Trump
Massachusetts,Monson,2446,2588,141,Trump
Massachusetts,Montgomery,246,312,6,Trump
Massachusetts,Palmer,3108,3240,155,Trump
Massachusetts,Russell,366,512,41,Trump
Massachusetts,Southwick,2360,3221,151,Trump
Massachusetts,Springfield,39361,13957,1055,Biden
Massachusetts,Tolland,136,186,6,Trump
Massachusetts,Wales,429,619,39,Trump
Massachusetts,Westfield,10200,9858,627,Trump
Massachusetts,West Springfield,7157,6067,289,Biden
Massachusetts,Wilbraham,4928,4262,207,Biden
Massachusetts,Amherst,10718,873,280,Trump
Massachusetts,Belchertown,5893,3481,235,Biden
Massachusetts,Chesterfield,510,287,25,Biden
Massachusetts,Cummington,413,162,16,Biden
Massachusetts,Easthampton,7796,2525,271,Biden
Massachusetts,Goshen,418,231,23,Biden
Massachusetts,Granby,2055,1815,86,Biden
Massachusetts,Hadley,2476,925,92,Trump
Massachusetts,Hatfield,1578,686,49,Trump
Massachusetts,Huntington,585,593,39,Trump
Massachusetts,Middlefield,199,124,11,Biden
Massachusetts,Northampton,15649,1855,421,Trump
Massachusetts,Pelham,819,89,17,Trump
Massachusetts,Plainfield,316,116,11,Biden
Massachusetts,Southampton,2231,1811,152,Biden
Massachusetts,South Hadley,6590,3230,239,Biden
Massachusetts,Ware,2353,2444,154,Trump
Massachusetts,Westhampton,746,426,23,Biden
Massachusetts,Williamsburg,1446,337,39,Trump
Massachusetts,Worthington,571,271,28,Biden
Massachusetts,Acton,11105,2471,351,Trump
Massachusetts,Arlington,23671,4381,499,Trump
Massachusetts,Ashby,956,1008,59,Biden
Massachusetts,Ashland,7308,2936,200,Biden
Massachusetts,Ayer,2932,1537,156,Biden
Massachusetts,Bedford,6452,2180,227,Biden
Massachusetts,Belmont,11999,2956,401,Trump
Massachusetts,Billerica,13328,10731,585,Biden
Massachusetts,Boxborough,2526,786,90,Trump
Massachusetts,Burlington,9447,5566,333,Biden
Massachusetts,Cambridge,50233,3519,1043,Biden
Massachusetts,Carlisle,2772,767,99,Trump
Massachusetts,Chelmsford,13901,7823,625,Trump
Massachusetts,Concord,10024,1977,310,Trump
Massachusetts,Dracut,8706,8812,327,Trump
Massachusetts,Dunstable,1243,877,53,Trump
Massachusetts,Everett,10492,4093,232,Trump
Massachusetts,Framingham,23622,7712,714,Trump
Massachusetts,Groton,4941,2149,195,Biden
Massachusetts,Holliston,6771,2579,267,Biden
Massachusetts,Hopkinton,7047,2981,268,Biden
Massachusetts,Hudson,7414,3852,317,Biden
Massachusetts,Lexington,16308,3337,403,Trump
Massachusetts,Lincoln,3493,683,95,Trump
Massachusetts,Littleton,4479,1980,232,Biden
Massachusetts,Lowell,25544,12346,791,Biden
Massachusetts,Malden,19111,6026,486,Trump
Massachusetts,Marlborough,12610,6100,433,Trump
Massachusetts,Maynard,4942,1672,172,Biden
Massachusetts,Medford,23495,7566,652,Trump
Massachusetts,Melrose,13213,4646,382,Trump
Massachusetts,Natick,16330,4971,475,Trump
Massachusetts,Newton,40907,8357,1031,Trump
Massachusetts,North Reading,5585,4116,229,Biden
Massachusetts,Pepperell,3869,3205,233,Biden
Massachusetts,Reading,11134,5444,374,Trump
Massachusetts,Sherborn,2267,579,117,Trump
Massachusetts,Shirley,2100,1493,107,Biden
Massachusetts,Somerville,37027,4283,890,Trump
Massachusetts,Stoneham,8676,5372,274,Biden
Massachusetts,Stow,3551,1258,155,Biden
Massachusetts,Sudbury,9345,2691,318,Biden
Massachusetts,Tewksbury,9954,8783,400,Biden
Massachusetts,Townsend,2687,2620,169,Biden
Massachusetts,Tyngsborough,4034,3375,136,Biden
Massachusetts,Wakefield,10215,6032,376,Trump
Massachusetts,Waltham,20424,7787,685,Trump
Massachusetts,Watertown,14970,3801,456,Trump
Massachusetts,Wayland,7344,1705,253,Biden
Massachusetts,Westford,10229,4656,413,Trump
Massachusetts,Weston,5129,1712,244,Biden
Massachusetts,Wilmington,8027,6448,331,Biden
Massachusetts,Winchester,9777,3736,357,Biden
Massachusetts,Woburn,13530,8483,405,Trump
Massachusetts,Nantucket,5241,1914,151,Biden
Massachusetts,Avon,1601,1030,66,Biden
Massachusetts,Bellingham,5211,4402,276,Biden
Massachusetts,Braintree,12612,8744,439,Trump
Massachusetts,Brookline,27150,3418,516,Trump
Massachusetts,Canton,9222,4965,298,Biden
Massachusetts,Cohasset,3849,1665,155,Biden
Massachusetts,Dedham,10760,4771,336,Trump
Massachusetts,Dover,2761,1142,120,Biden
Massachusetts,Foxborough,6740,4357,249,Biden
Massachusetts,Franklin,12475,7345,526,Trump
Massachusetts,Holbrook,3710,2381,122,Biden
Massachusetts,Medfield,5668,2374,169,Biden
Massachusetts,Medway,5156,3004,256,Biden
Massachusetts,Millis,3502,2001,136,Biden
Massachusetts,Milton,12862,4441,351,Trump
Massachusetts,Needham,15573,4078,462,Trump
Massachusetts,Norfolk,4100,2570,183,Biden
Massachusetts,Norwood,11212,5824,417,Trump
Massachusetts,Plainville,3196,2474,153,Biden
Massachusetts,Quincy,30446,14340,1007,Biden
Massachusetts,Randolph,13676,3523,256,Trump
Massachusetts,Sharon,8778,2603,236,Biden
Massachusetts,Stoughton,10254,5081,288,Trump
Massachusetts,Walpole,9474,6243,449,Biden
Massachusetts,Wellesley,12630,3295,417,Trump
Massachusetts,Westwood,6832,3444,269,Biden
Massachusetts,Weymouth,19615,12460,752,Biden
Massachusetts,Wrentham,4247,3319,241,Biden
Massachusetts,Abington,5209,4236,215,Biden
Massachusetts,Bridgewater,7688,6572,356,Biden
Massachusetts,Brockton,29475,8689,548,Trump
Massachusetts,Carver,3277,3504,180,Trump
Massachusetts,Duxbury,6910,4032,277,Biden
Massachusetts,East Bridgewater,4183,4366,218,Trump
Massachusetts,Halifax,2354,2398,122,Trump
Massachusetts,Hanover,4910,4507,235,Biden
Massachusetts,Hanson,3244,3314,183,Trump
Massachusetts,Hingham,10855,4986,388,Trump
Massachusetts,Hull,4507,2433,140,Biden
Massachusetts,Kingston,4522,3775,223,Biden
Massachusetts,Lakeville,3336,3778,209,Trump
Massachusetts,Marion,2369,1244,83,Biden
Massachusetts,Marshfield,9671,7498,313,Biden
Massachusetts,Mattapoisett,2730,1888,79,Biden
Massachusetts,Middleborough,6324,7164,369,Trump
Massachusetts,Norwell,4291,2920,175,Biden
Massachusetts,Pembroke,6174,5263,316,Biden
Massachusetts,Plymouth,21266,15152,918,Biden
Massachusetts,Plympton,962,912,44,Biden
Massachusetts,Rochester,1762,1991,80,Trump
Massachusetts,Rockland,5400,4319,275,Biden
Massachusetts,Scituate,8608,4614,308,Biden
